四川联通,#genre#
CCTV-11-3,http://lt.hxtre.com:35455/gaoma/cctv11.m3u8
CCTV-11-4,http://newtv.fun:35455/gaoma/cctv11.m3u8
CCTV-11-5,http://2000.run:35455/gaoma/cctv11.m3u8
CCTV-11-7,http://www.freetv.top/migu/667987558.m3u8?migutoken=00a21f1483e571da068c555e3eea928f7c6183b26d7acc2afe9bb5e115f0005e02b6118176789d76765ae297bd6dfe4e14966e64415f0781535d91ed266aac177d6ff10fa6358e0eedddc2223b
CCTV-11-8,http://1.itv.nctv.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-11-9,http://hangfun.top:35455/gaoma/cctv11.m3u8
CCTV-13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8
CCTV-13-1,http://123.182.60.29:9002/hls/13/index.m3u8
CCTV-13-2,http://lt.hxtre.com:35455/gaoma/cctv13.m3u8
CCTV-13-3,http://newtv.fun:35455/gaoma/cctv13.m3u8
CCTV-13-4,http://2000.run:35455/gaoma/cctv13.m3u8
CCTV-13-5,http://gf.you123.fun:35455/gaoma/cctv13.m3u8
CCTV-13-6,http://117.144.58.42:35455/gaoma/cctv13.m3u8
CCTV-13-7,http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc
CCTV-13-8,http://1.itv.nctv.top:35455/gaoma/cctv13.m3u8
CCTV-13-9,http://4330413.xyz:35455/gaoma/cctv13.m3u8
CCTV-15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8
CCTV-15-2,http://www.terrykang.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15-3,http://lt.hxtre.com:35455/gaoma/cctv15.m3u8
CCTV-15-4,http://newtv.fun:35455/gaoma/cctv15.m3u8
CCTV-15-5,http://2000.run:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15-6,http://117.144.58.42:35455/gaoma/cctv15.m3u8
CCTV-15-7,http://hangfun.top:35455/gaoma/cctv15.m3u8
CCTV-15-8,http://4330413.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15-9,https://www.freetv.top/migu/673168223.m3u8?migutoken=f24124cb55ee7b2392bae373bd81ba8f267bc2ab7ff065b93c9b9e9674236b624bab04f3f6a2e4d12149cfe81b19760c763b8fba1369d0d4092281bada4eff6ba6d823c0c43e451911f5b20872
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16-1,http://dsm.huarunguoji.top:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16-2,http://www.terrykang.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16-3,http://lt.hxtre.com:35455/gaoma/cctv16.m3u8
CCTV-16-4,http://newtv.fun:35455/gaoma/cctv16.m3u8
CCTV-16-6,http://gf.you123.fun:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16-7,http://117.144.58.42:35455/gaoma/cctv16.m3u8
CCTV-16-8,http://hangfun.top:35455/gaoma/cctv16.m3u8
CCTV-16-9,http://4330413.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001


简阳广播电视,https://1graurmtt8r3nhcjzfa4ukmmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/jianyang.flv/playlist.m3u8?wsSecret=741a88404eed04cb9f4a0f1c99ff95b9&wsTime=67b15e68&wsSession=1f308d7ae267d578d2bd972a-173967728873095&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
彭州综合,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/pengzhou.flv/playlist.m3u8?wsSecret=176433df8a0852af66cedaceca9b60a3&wsTime=67b15ede&wsSession=eff61ba13a9dadf5bf9439e2-173967740630661&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
青白江融媒,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/qingbaijiang.flv/playlist.m3u8?wsSecret=14a9644954643c6f9f80ea20a6a031a7&wsTime=67b15f3f&wsSession=eff61ba13a9dadf5bf9439e2-173967750386386&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
浦江电视,https://1graurmtt8r3nhcjzfa4ukmmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/pujiang.flv/playlist.m3u8?wsSecret=07cb5ade52d908b8115641d3cd08b7ab&wsTime=67b15f77&wsSession=1f308d7ae267d578d2bd972a-173967756021133&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
大邑电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/dayi.flv/playlist.m3u8?wsSecret=40da04aa0307be5adb7fe6cd0a9e447c&wsTime=67b15fad&wsSession=eff61ba13a9dadf5bf9439e2-173967761413050&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
金堂电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/jintang.flv/playlist.m3u8?wsSecret=aaa6b69da915ef5ac6c9d72bded8ffe7&wsTime=67b15ff2&wsSession=eff61ba13a9dadf5bf9439e2-173967768276331&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
邛崃电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/qionglai.flv/playlist.m3u8?wsSecret=28cdbc4539e020b0782cf3c23beb83c3&wsTime=67b16011&wsSession=eff61ba13a9dadf5bf9439e2-173967771346354&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
裨都电视,https://1graurmtt8r3nhcjzfa4ukmmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/pidu.flv/playlist.m3u8?wsSecret=fe8f16fab9d87fcaee49b085d39791d9&wsTime=67b1609e&wsSession=1f308d7ae267d578d2bd972a-173967785481921&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
双流电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/shuangliu.flv/playlist.m3u8?wsSecret=f82b7305da200a7811217c339b92937c&wsTime=67b160ca&wsSession=eff61ba13a9dadf5bf9439e2-173967789881034&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
温江综合,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/wenjiang.flv/playlist.m3u8?wsSecret=e9d33aa3d3607a4128445b175cfecbd3&wsTime=67b160e4&wsSession=eff61ba13a9dadf5bf9439e2-173967792464567&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
新都综合,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/xindu.flv/playlist.m3u8?wsSecret=c720ca15eab3b0c696e3a5fe45e9d8b5&wsTime=67b16100&wsSession=eff61ba13a9dadf5bf9439e2-173967795246846&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
成华有线,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/chenghua.flv/playlist.m3u8?wsSecret=a37bdef9bff3d4f870a5a90b84144055&wsTime=67b1611d&wsSession=eff61ba13a9dadf5bf9439e2-173967798174941&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
武侯电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/wuhou.flv/playlist.m3u8?wsSecret=c8302439ef523d214710ea9aaf29d8f4&wsTime=67b1613d&wsSession=eff61ba13a9dadf5bf9439e2-173967801400798&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
金牛电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/wuhou.flv/playlist.m3u8?wsSecret=c8302439ef523d214710ea9aaf29d8f4&wsTime=67b1613d&wsSession=eff61ba13a9dadf5bf9439e2-173967801400798&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
青羊电视,https://1graurmtt8r3nhcjzfa4ukmmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/qingyang.flv/playlist.m3u8?wsSecret=09a132d50e176617f323846dd4f218f2&wsTime=67b16178&wsSession=1f308d7ae267d578d2bd972a-173967807273643&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
锦江电视,https://1graurmtt8r3nhcjzfa4ukmmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/qingyang.flv/playlist.m3u8?wsSecret=09a132d50e176617f323846dd4f218f2&wsTime=67b16178&wsSession=1f308d7ae267d578d2bd972a-173967807273643&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1
高新电视,https://1graurmtt8r3nhcjzfa4uemmtqihg1amqf3a8k5dcf3tse4mwqazgg5o.wslivehls.com/quxian.pull.cditv.cn/live/gaoxin.flv/playlist.m3u8?wsSecret=ec8e8977c10387a56818188cdb5c0a3d&wsTime=67b161ba&wsSession=eff61ba13a9dadf5bf9439e2-173967813925997&wsIPSercert=80205b69d5919ff96c68bfaf202a890f&wsiphost=local&wsBindIP=1


